ID,NLP methods
9992,"Transformer language models (GPT-3, BERT, XLnet, etc)"
9994,"Transformer language models (GPT-3, BERT, XLnet, etc)"
9996,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10007,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10016,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10033,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10035,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10049,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10051,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10055,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10060,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10081,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10097,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10108,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10127,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10149,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10154,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10158,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10172,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10183,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10188,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10193,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10209,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10211,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10217,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10242,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10243,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10253,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10257,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10268,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10270,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10288,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10291,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10299,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10303,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10321,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10355,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10357,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10384,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10387,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10390,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10391,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10402,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10410,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10422,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10434,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10450,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10451,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10462,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10479,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10480,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10486,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10499,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10529,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10541,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10555,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10561,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10570,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10585,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10589,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10591,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10608,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10612,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10652,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10678,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10681,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10684,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10692,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10730,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10745,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10749,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10752,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10776,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10777,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10795,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10814,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10844,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10854,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10859,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10869,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10872,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10878,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10933,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10941,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10942,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10949,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10956,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10957,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10971,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10976,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10982,"Transformer language models (GPT-3, BERT, XLnet, etc)"
10986,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11008,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11018,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11023,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11034,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11043,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11049,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11068,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11078,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11080,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11085,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11086,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11094,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11104,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11113,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11131,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11139,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11146,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11155,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11156,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11161,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11167,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11170,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11176,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11197,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11209,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11212,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11216,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11217,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11222,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11224,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11226,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11245,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11248,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11266,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11279,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11280,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11282,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11301,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11311,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11329,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11332,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11338,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11343,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11344,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11345,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11348,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11365,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11388,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11396,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11408,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11415,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11449,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11463,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11470,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11478,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11530,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11551,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11553,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11558,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11578,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11594,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11628,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11658,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11659,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11661,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11685,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11695,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11699,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11718,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11732,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11740,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11741,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11759,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11770,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11784,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11801,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11820,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11826,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11862,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11869,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11880,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11886,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11906,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11908,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11910,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11912,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11933,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11934,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11956,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11964,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11973,"Transformer language models (GPT-3, BERT, XLnet, etc)"
11974,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12000,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12019,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12022,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12034,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12043,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12045,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12073,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12087,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12099,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12109,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12132,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12134,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12143,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12145,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12148,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12151,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12156,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12163,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12181,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12212,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12235,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12242,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12255,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12257,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12260,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12291,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12294,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12307,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12310,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12323,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12335,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12345,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12349,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12354,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12365,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12412,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12425,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12426,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12431,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12434,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12444,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12454,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12461,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12483,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12518,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12524,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12532,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12536,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12538,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12552,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12557,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12560,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12562,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12628,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12645,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12650,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12659,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12681,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12707,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12713,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12714,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12723,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12726,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12748,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12759,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12768,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12778,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12786,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12803,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12816,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12827,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12884,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12903,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12908,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12916,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12925,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12927,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12942,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12947,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12952,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12977,"Transformer language models (GPT-3, BERT, XLnet, etc)"
12991,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13018,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13027,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13033,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13042,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13049,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13070,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13072,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13082,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13085,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13093,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13111,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13160,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13195,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13213,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13215,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13219,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13242,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13255,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13257,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13258,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13260,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13264,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13272,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13283,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13292,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13300,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13304,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13311,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13313,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13314,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13324,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13362,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13374,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13387,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13400,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13406,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13417,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13419,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13436,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13437,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13475,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13480,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13486,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13488,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13502,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13523,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13525,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13529,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13530,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13531,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13542,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13547,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13549,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13553,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13561,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13564,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13569,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13570,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13580,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13602,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13604,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13609,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13627,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13637,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13652,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13662,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13697,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13700,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13703,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13709,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13712,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13723,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13729,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13740,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13743,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13766,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13775,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13776,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13777,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13786,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13787,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13823,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13825,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13826,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13838,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13841,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13859,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13868,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13874,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13876,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13887,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13888,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13909,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13917,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13933,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13946,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13947,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13949,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13951,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13953,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13963,"Transformer language models (GPT-3, BERT, XLnet, etc)"
13968,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14001,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14011,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14029,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14041,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14047,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14053,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14056,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14080,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14082,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14090,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14123,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14135,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14158,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14175,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14181,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14200,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14210,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14218,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14230,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14232,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14256,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14257,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14261,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14299,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14305,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14326,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14344,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14361,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14395,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14401,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14404,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14414,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14423,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14432,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14438,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14450,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14463,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14477,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14494,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14495,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14508,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14509,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14514,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14518,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14531,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14535,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14539,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14551,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14553,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14555,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14556,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14563,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14568,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14578,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14595,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14602,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14608,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14614,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14628,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14646,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14669,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14679,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14684,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14685,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14695,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14718,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14723,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14729,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14740,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14752,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14754,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14765,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14773,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14775,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14788,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14799,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14803,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14808,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14829,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14841,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14849,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14856,"Transformer language models (GPT-3, BERT, XLnet, etc)"
14871,"Transformer language models (GPT-3, BERT, XLnet, etc)"
