ID,ethical AI
9493,None
9504,None
9507,None
9515,None
9516,None
9518,None
9524,None
9531,None
9534,None
9541,None
9549,None
9550,None
9552,None
9560,None
9572,None
9580,None
9582,None
9596,None
9601,None
9606,None
9614,None
9615,None
9624,None
9625,None
9626,None
9630,None
9632,None
9633,None
9634,None
9642,None
9667,None
9669,None
9674,None
9677,None
9681,None
9682,None
9686,None
9687,None
9700,None
9703,None
9705,None
9713,None
9714,None
9725,None
9737,None
9738,None
9748,None
9759,None
9762,None
9764,None
9765,None
9778,None
9785,None
9788,None
9789,None
9793,None
9810,None
9811,None
9816,None
9824,None
9828,None
9832,None
9833,None
9843,None
9844,None
9853,None
9858,None
9859,None
9861,None
9862,None
9863,None
9868,None
9893,None
9895,None
9900,None
9918,None
9926,None
9931,None
9935,None
9937,None
9939,None
9942,None
9955,None
9959,None
9965,None
9966,None
9977,None
9978,None
9980,None
9985,None
9993,None
9996,None
10007,None
10012,None
10021,None
10024,None
10035,None
10043,None
10052,None
10060,None
10062,None
10070,None
10077,None
10091,None
10098,None
10105,None
10117,None
10127,None
10130,None
10132,None
10150,None
10152,None
10153,None
10155,None
10164,None
10166,None
10170,None
10171,None
10174,None
10176,None
10182,None
10190,None
10191,None
10195,None
10196,None
10198,None
10216,None
10228,None
10234,None
10239,None
10242,None
10244,None
10251,None
10260,None
10263,None
10269,None
10270,None
10272,None
10285,None
10297,None
10310,None
10312,None
10322,None
10323,None
10324,None
10327,None
10330,None
10332,None
10339,None
10350,None
10355,None
10357,None
10358,None
10366,None
10384,None
10385,None
10387,None
10388,None
10389,None
10392,None
10401,None
10407,None
10410,None
10427,None
10435,None
10436,None
10439,None
10441,None
10443,None
10450,None
10453,None
10458,None
10473,None
10480,None
10496,None
10499,None
10505,None
10520,None
10529,None
10556,None
10558,None
10564,None
10569,None
10573,None
10591,None
10593,None
10602,None
10612,None
10615,None
10641,None
10648,None
10650,None
10667,None
10671,None
10672,None
10673,None
10674,None
10679,None
10685,None
10692,None
10707,None
10713,None
10715,None
10718,None
10725,None
10729,None
10733,None
10736,None
10743,None
10753,None
10761,None
10762,None
10771,None
10779,None
10780,None
10787,None
10788,None
10789,None
10791,None
10809,None
10813,None
10817,None
10825,None
10826,None
10844,None
10845,None
10851,None
10857,None
10871,None
10880,None
10881,None
10892,None
10894,None
10897,None
10898,None
10900,None
10903,None
10908,None
10923,None
10933,None
10942,None
10946,None
10956,None
10958,None
10971,None
10973,None
10978,None
10979,None
10980,None
10986,None
10991,None
10993,None
10999,None
11015,None
11016,None
11020,None
11036,None
11047,None
11049,None
11052,None
11055,None
11059,None
11063,None
11072,None
11073,None
11074,None
11077,None
11078,None
11079,None
11081,None
11082,None
11084,None
11089,None
11090,None
11106,None
11107,None
11110,None
11112,None
11113,None
11114,None
11117,None
11120,None
11121,None
11131,None
11143,None
11146,None
11148,None
11151,None
11164,None
11167,None
11168,None
11172,None
11177,None
11184,None
11189,None
11198,None
11200,None
11201,None
11212,None
11215,None
11222,None
11224,None
11231,None
11245,None
11246,None
11249,None
11253,None
11254,None
11266,None
11274,None
11277,None
11279,None
11280,None
11282,None
11296,None
11320,None
11323,None
11332,None
11344,None
11347,None
11349,None
11360,None
11386,None
11390,None
11396,None
11411,None
11413,None
11418,None
11423,None
11424,None
11442,None
11444,None
11448,None
11453,None
11454,None
11456,None
11470,None
11472,None
11503,None
11504,None
11518,None
11521,None
11523,None
11525,None
11533,None
11537,None
11547,None
11553,None
11558,None
11561,None
11562,None
11563,None
11567,None
11570,None
11585,None
11591,None
11595,None
11600,None
11601,None
11608,None
11613,None
11616,None
11624,None
11628,None
11634,None
11642,None
11649,None
11672,None
11677,None
11689,None
11699,None
11705,None
11709,None
11714,None
11717,None
11724,None
11728,None
11731,None
11733,None
11739,None
11749,None
11750,None
11751,None
11756,None
11758,None
11759,None
11764,None
11774,None
11789,None
11794,None
11796,None
11800,None
11808,None
11816,None
11820,None
11826,None
11829,None
11850,None
11855,None
11873,None
11884,None
11887,None
11901,None
11904,None
11908,None
11909,None
11910,None
11928,None
11933,None
11942,None
11950,None
11951,None
11952,None
11956,None
11962,None
11978,None
11982,None
11993,None
11996,None
12013,None
12015,None
12018,None
12020,None
12038,None
12055,None
12065,None
12070,None
12072,None
12086,None
12087,None
12111,None
12124,None
12132,None
12134,None
12146,None
12148,None
12163,None
12173,None
12176,None
12181,None
12192,None
12202,None
12204,None
12209,None
12212,None
12216,None
12224,None
12225,None
12228,None
12231,None
12236,None
12238,None
12249,None
12250,None
12253,None
12254,None
12263,None
12267,None
12277,None
12285,None
12291,None
12294,None
12311,None
12319,None
12323,None
12329,None
12331,None
12334,None
12335,None
12336,None
12355,None
12357,None
12366,None
12383,None
12397,None
12398,None
12410,None
12414,None
12421,None
12426,None
12431,None
12434,None
12440,None
12441,None
12448,None
12450,None
12451,None
12453,None
12457,None
12461,None
12464,None
12470,None
12479,None
12483,None
12516,None
12518,None
12536,None
12552,None
12558,None
12570,None
12586,None
12590,None
12603,None
12637,None
12639,None
12641,None
12650,None
12659,None
12669,None
12676,None
12683,None
12690,None
12698,None
12714,None
12717,None
12722,None
12723,None
12748,None
12751,None
12756,None
12778,None
12779,None
12784,None
12801,None
12807,None
12810,None
12815,None
12816,None
12818,None
12819,None
12822,None
12823,None
12830,None
12838,None
12840,None
12852,None
12856,None
12860,None
12863,None
12865,None
12872,None
12881,None
12888,None
12889,None
12895,None
12906,None
12908,None
12919,None
12945,None
12952,None
12962,None
12971,None
12985,None
12987,None
12989,None
12991,None
12996,None
12999,None
13005,None
13013,None
13016,None
13018,None
13019,None
13022,None
13025,None
13026,None
13028,None
13037,None
13038,None
13040,None
13042,None
13053,None
13065,None
13076,None
13078,None
13083,None
13106,None
13111,None
13120,None
13133,None
13137,None
13143,None
13146,None
13158,None
13164,None
13165,None
13174,None
13176,None
13181,None
13187,None
13192,None
13195,None
13208,None
13215,None
13219,None
13226,None
13232,None
13238,None
13242,None
13243,None
13245,None
13264,None
13266,None
13273,None
13274,None
13278,None
13283,None
13290,None
13293,None
13294,None
13317,None
13321,None
13327,None
13329,None
13333,None
13338,None
13346,None
13348,None
13349,None
13359,None
13361,None
13369,None
13387,None
13394,None
13400,None
13402,None
13415,None
13416,None
13427,None
13429,None
13433,None
13436,None
13437,None
13444,None
13446,None
13452,None
13472,None
13476,None
13481,None
13484,None
13487,None
13492,None
13497,None
13500,None
13510,None
13524,None
13525,None
13528,None
13529,None
13530,None
13536,None
13542,None
13547,None
13548,None
13549,None
13577,None
13579,None
13590,None
13603,None
13604,None
13606,None
13608,None
13610,None
13611,None
13626,None
13627,None
13629,None
13637,None
13641,None
13643,None
13650,None
13665,None
13674,None
13677,None
13691,None
13692,None
13697,None
13698,None
13700,None
13704,None
13715,None
13717,None
13731,None
13743,None
13745,None
13753,None
13754,None
13770,None
13779,None
13786,None
13788,None
13800,None
13801,None
13804,None
13806,None
13807,None
13811,None
13821,None
13824,None
13825,None
13831,None
13838,None
13841,None
13845,None
13850,None
13853,None
13856,None
13860,None
13861,None
13864,None
13865,None
13871,None
13880,None
13886,None
13890,None
13894,None
13918,None
13921,None
13922,None
13935,None
13947,None
13949,None
13950,None
13964,None
13971,None
13979,None
13982,None
13987,None
13997,None
14003,None
14008,None
14011,None
14014,None
14015,None
14017,None
14029,None
14034,None
14035,None
14036,None
14049,None
14052,None
14063,None
14064,None
14073,None
14082,None
14083,None
14086,None
14092,None
14097,None
14120,None
14122,None
14123,None
14126,None
14135,None
14139,None
14140,None
14154,None
14158,None
14165,None
14170,None
14182,None
14187,None
14198,None
14218,None
14224,None
14233,None
14249,None
14250,None
14251,None
14257,None
14259,None
14261,None
14262,None
14265,None
14268,None
14270,None
14280,None
14281,None
14286,None
14290,None
14292,None
14295,None
14300,None
14314,None
14326,None
14329,None
14332,None
14335,None
14340,None
14344,None
14350,None
14352,None
14353,None
14369,None
14372,None
14397,None
14400,None
14411,None
14422,None
14423,None
14424,None
14425,None
14432,None
14437,None
14452,None
14458,None
14470,None
14476,None
14477,None
14478,None
14491,None
14499,None
14500,None
14507,None
14509,None
14513,None
14514,None
14518,None
14520,None
14521,None
14523,None
14525,None
14534,None
14543,None
14550,None
14553,None
14559,None
14561,None
14562,None
14575,None
14576,None
14578,None
14593,None
14595,None
14603,None
14613,None
14615,None
14628,None
14630,None
14639,None
14649,None
14664,None
14665,None
14666,None
14669,None
14681,None
14706,None
14714,None
14718,None
14720,None
14722,None
14723,None
14728,None
14750,None
14752,None
14757,None
14758,None
14765,None
14766,None
14768,None
14775,None
14787,None
14789,None
14795,None
14797,None
14808,None
14809,None
14818,None
14829,None
14834,None
14838,None
14840,None
14841,None
14843,None
14856,None
14872,None
14875,None
14880,None
14900,None
14904,None
14906,None
14911,None
14914,None
14916,None
14917,None
14924,None
14930,None
14932,None
14936,None
14949,None
14955,None
14960,None
14965,None
14975,None
14982,None
14984,None
14992,None
15009,None
15013,None
15030,None
15036,None
15038,None
15040,None
15042,None
15045,None
15048,None
15056,None
15059,None
15061,None
15074,None
15077,None
15080,None
15086,None
15087,None
15096,None
15109,None
15118,None
15124,None
15131,None
15143,None
15144,None
15145,None
15148,None
15150,None
15152,None
15154,None
15162,None
15163,None
15172,None
15183,None
15185,None
15197,None
15205,None
15225,None
15226,None
15230,None
15231,None
15232,None
15247,None
15248,None
15253,None
15260,None
15265,None
15266,None
15274,None
15287,None
15289,None
15290,None
15292,None
15318,None
15320,None
15324,None
15335,None
15342,None
15346,None
15348,None
15351,None
15369,None
15379,None
15396,None
15399,None
15411,None
15419,None
15421,None
15422,None
15431,None
15432,None
15436,None
15440,None
15441,None
15444,None
15449,None
15459,None
15461,None
15473,None
15478,None
15481,None
15484,None
15493,None
15498,None
15505,None
15506,None
15512,None
15514,None
15520,None
15530,None
15542,None
15551,None
15580,None
15581,None
15583,None
15591,None
15605,None
15633,None
15635,None
15643,None
15646,None
15651,None
15669,None
15672,None
15673,None
15679,None
15680,None
15681,None
15684,None
15686,None
15691,None
15710,None
15714,None
15719,None
15726,None
15728,None
15729,None
15739,None
15750,None
15751,None
15762,None
15763,None
15765,None
15772,None
15783,None
15790,None
15794,None
15795,None
15796,None
15818,None
15819,None
15822,None
15824,None
15829,None
15832,None
15835,None
15836,None
15842,None
15848,None
15850,None
15851,None
15852,None
15859,None
15867,None
15868,None
15878,None
15880,None
15884,None
15893,None
15904,None
15910,None
15911,None
15919,None
15922,None
15926,None
15927,None
15938,None
15947,None
15955,None
15968,None
15970,None
15975,None
15980,None
15988,None
15989,None
15992,None
15993,None
15996,None
15997,None
15998,None
16005,None
16012,None
16019,None
16035,None
16037,None
16038,None
16039,None
16051,None
16056,None
16066,None
16072,None
16073,None
16074,None
16085,None
16090,None
16092,None
16093,None
16094,None
16100,None
16112,None
16117,None
16122,None
16124,None
16131,None
16139,None
16141,None
16143,None
16157,None
16160,None
16162,None
16165,None
16174,None
16175,None
16181,None
16194,None
16198,None
16221,None
16223,None
16226,None
16227,None
16229,None
16230,None
16232,None
16250,None
16259,None
16260,None
16282,None
16289,None
16304,None
16309,None
16311,None
16337,None
16348,None
16353,None
16363,None
16370,None
16374,None
16377,None
16382,None
16384,None
16389,None
16403,None
16405,None
16413,None
16417,None
16424,None
16431,None
16446,None
16450,None
16452,None
16455,None
16457,None
16475,None
16494,None
16495,None
16499,None
16517,None
16523,None
16528,None
16537,None
16542,None
16545,None
16548,None
16554,None
16556,None
16557,None
16571,None
16576,None
16577,None
16581,None
16613,None
16622,None
16625,None
16628,None
16631,None
16640,None
16657,None
16661,None
16662,None
16665,None
16678,None
16687,None
16699,None
16705,None
16724,None
16725,None
16728,None
16737,None
16741,None
16752,None
16757,None
16762,None
16768,None
16781,None
16787,None
16789,None
16795,None
16804,None
16806,None
16807,None
16816,None
16849,None
16858,None
16864,None
16865,None
16867,None
16869,None
16872,None
16879,None
16891,None
16909,None
16912,None
16920,None
16932,None
16938,None
16948,None
16951,None
16956,None
16960,None
16966,None
16968,None
16972,None
16974,None
16985,None
16989,None
16991,None
17000,None
17021,None
17028,None
17030,None
17037,None
17040,None
17046,None
17055,None
17061,None
17066,None
17076,None
17090,None
17106,None
17110,None
17122,None
17125,None
17136,None
17141,None
17159,None
17166,None
17170,None
17173,None
17174,None
17176,None
17187,None
17189,None
17193,None
17196,None
17197,None
17212,None
17215,None
17218,None
17222,None
17225,None
17234,None
17237,None
17244,None
17246,None
17247,None
17255,None
17256,None
17262,None
17265,None
17267,None
17274,None
17275,None
17276,None
17278,None
17280,None
17282,None
17284,None
17295,None
17298,None
17302,None
17303,None
17307,None
17310,None
17323,None
17329,None
17331,None
17332,None
17333,None
17337,None
17338,None
17339,None
17345,None
17367,None
17375,None
17376,None
17380,None
17381,None
17386,None
17388,None
17391,None
17398,None
17403,None
17414,None
17433,None
17445,None
17449,None
17454,None
17463,None
17465,None
17467,None
17478,None
17481,None
17486,None
17495,None
17508,None
17509,None
17515,None
17517,None
17527,None
17541,None
17548,None
17550,None
17566,None
17567,None
17579,None
17583,None
17589,None
17592,None
17599,None
17600,None
17611,None
17616,None
17618,None
17635,None
17640,None
17641,None
17644,None
17658,None
17661,None
17664,None
17665,None
17667,None
17676,None
17681,None
17683,None
17690,None
17691,None
17697,None
17704,None
17708,None
17716,None
17718,None
17723,None
17726,None
17727,None
17733,None
17741,None
17752,None
17761,None
17767,None
17769,None
17772,None
17783,None
17785,None
17787,None
17789,None
17792,None
17804,None
17808,None
17809,None
17814,None
17821,None
17825,None
17829,None
17843,None
17845,None
17849,None
17858,None
17888,None
17894,None
17908,None
17909,None
17910,None
17938,None
17939,None
17941,None
17943,None
17951,None
17970,None
17974,None
17977,None
17984,None
17990,None
18000,None
18007,None
18009,None
18018,None
18029,None
18030,None
18041,None
18048,None
18056,None
18060,None
18065,None
18075,None
18083,None
18095,None
18097,None
18101,None
18106,None
18111,None
18112,None
18114,None
18116,None
18133,None
18134,None
18141,None
18142,None
18143,None
18149,None
18158,None
18170,None
18174,None
18180,None
18181,None
18183,None
18194,None
18196,None
18210,None
18212,None
18226,None
18237,None
18242,None
18264,None
18284,None
18285,None
18289,None
18290,None
18291,None
18302,None
18304,None
18307,None
18321,None
18325,None
18327,None
18335,None
18337,None
18349,None
18350,None
18359,None
18370,None
18375,None
18378,None
18385,None
18387,None
18389,None
18394,None
18427,None
18431,None
18440,None
18444,None
18448,None
18451,None
18454,None
18462,None
18466,None
18467,None
18478,None
18486,None
18492,None
18499,None
18502,None
18509,None
18511,None
18532,None
18536,None
18539,None
18547,None
18552,None
18558,None
18559,None
18562,None
18569,None
18576,None
18582,None
18583,None
18584,None
18593,None
18596,None
18630,None
18631,None
18634,None
18638,None
18643,None
18657,None
18658,None
18659,None
18660,None
18665,None
18669,None
18683,None
18694,None
18700,None
18702,None
18708,None
18713,None
18714,None
18724,None
18725,None
18726,None
18731,None
18733,None
18743,None
18744,None
18746,None
18749,None
18755,None
18757,None
18766,None
18773,None
18777,None
18783,None
18784,None
18788,None
18789,None
18804,None
18811,None
18816,None
18817,None
18828,None
18833,None
18847,None
18853,None
18854,None
18857,None
18859,None
18872,None
18877,None
18878,None
18879,None
18886,None
18887,None
18908,None
18909,None
18911,None
18917,None
18920,None
18926,None
18933,None
18936,None
18938,None
18945,None
18949,None
18950,None
18954,None
18966,None
18978,None
18987,None
19004,None
19009,None
19015,None
19019,None
19026,None
19027,None
19031,None
19038,None
19042,None
19048,None
19049,None
19062,None
19070,None
19073,None
19074,None
19087,None
19089,None
19090,None
19095,None
19097,None
19103,None
19108,None
19112,None
19124,None
19125,None
19136,None
19156,None
19163,None
19165,None
19167,None
19177,None
19184,None
19185,None
19195,None
19204,None
19206,None
19214,None
19217,None
19220,None
19232,None
19239,None
19242,None
19247,None
19253,None
19272,None
19273,None
19280,None
19282,None
19283,None
19284,None
19286,None
19288,None
19296,None
19299,None
19306,None
19308,None
19330,None
19336,None
19346,None
19352,None
19355,None
19375,None
19376,None
19377,None
19378,None
19384,None
19387,None
19392,None
19401,None
19409,None
19410,None
19418,None
19422,None
19424,None
19428,None
19430,None
19431,None
19436,None
19439,None
19448,None
19449,None
19452,None
19468,None
19472,None
19477,None
19480,None
19483,None
19490,None
19498,None
19500,None
19501,None
19504,None
19506,None
19512,None
19514,None
19515,None
19519,None
19527,None
19529,None
19537,None
19538,None
19540,None
19542,None
19551,None
19558,None
19560,None
19572,None
19588,None
19592,None
19598,None
19600,None
19604,None
19621,None
19630,None
19632,None
19643,None
19646,None
19659,None
19664,None
19674,None
19680,None
19682,None
19687,None
19695,None
19708,None
19709,None
19718,None
19727,None
19741,None
19745,None
19747,None
19754,None
19755,None
19760,None
19765,None
19781,None
19784,None
19788,None
19797,None
19815,None
19824,None
19839,None
19840,None
19848,None
19857,None
19861,None
19862,None
19871,None
19874,None
19877,None
19882,None
19884,None
19885,None
19890,None
19896,None
19901,None
19903,None
19909,None
19931,None
19939,None
19944,None
19946,None
19961,None
19965,None
19967,None
19970,None
19971,None
19975,None
19984,None
19991,None
19999,None
20013,None
20019,None
20020,None
20021,None
20022,None
20023,None
20032,None
20036,None
20040,None
20042,None
20058,None
20061,None
20073,None
20075,None
20081,None
20089,None
20099,None
20100,None
20106,None
20107,None
20124,None
20137,None
20145,None
20148,None
20153,None
20174,None
20188,None
20194,None
20197,None
20198,None
20206,None
20224,None
20254,None
20256,None
20258,None
20261,None
20285,None
20286,None
20287,None
20307,None
20318,None
20321,None
20328,None
20338,None
20349,None
20356,None
20367,None
20381,None
20391,None
20394,None
20395,None
20427,None
20432,None
20436,None
20445,None
20447,None
20452,None
20456,None
20479,None
20494,None
20495,None
20498,None
20506,None
20512,None
20522,None
20528,None
20529,None
20532,None
20536,None
20537,None
20545,None
20554,None
20556,None
20559,None
20564,None
20569,None
20570,None
20577,None
20579,None
20583,None
20588,None
20589,None
20591,None
20597,None
20607,None
20609,None
20613,None
20620,None
20621,None
20628,None
20637,None
20639,None
20640,None
20644,None
20647,None
20656,None
20658,None
20668,None
20692,None
20693,None
20702,None
20704,None
20705,None
20709,None
20722,None
20725,None
20741,None
20743,None
20746,None
20747,None
20752,None
20755,None
20756,None
20757,None
20760,None
20764,None
20766,None
20767,None
20768,None
20777,None
20781,None
20790,None
20791,None
20797,None
20800,None
20807,None
20809,None
20827,None
20837,None
20848,None
20871,None
20883,None
20886,None
20887,None
20896,None
20906,None
20908,None
20912,None
20915,None
20921,None
20933,None
20934,None
20945,None
20948,None
20951,None
20952,None
20956,None
20966,None
20974,None
20978,None
20995,None
21000,None
21007,None
21018,None
21031,None
21034,None
21036,None
21040,None
21043,None
21047,None
21058,None
21061,None
21062,None
21065,None
21068,None
21073,None
21083,None
21093,None
21095,None
21106,None
21111,None
21119,None
21123,None
21124,None
21127,None
21134,None
21136,None
21154,None
21155,None
21162,None
21170,None
21171,None
21179,None
21185,None
21186,None
21187,None
21192,None
21193,None
21203,None
21209,None
21212,None
21229,None
21237,None
21248,None
21249,None
21253,None
21255,None
21268,None
21283,None
21284,None
21287,None
21314,None
21320,None
21325,None
21326,None
21327,None
21335,None
21336,None
21339,None
21340,None
21346,None
21350,None
21351,None
21356,None
21364,None
21366,None
21375,None
21381,None
21386,None
21389,None
21390,None
21391,None
21392,None
21394,None
21395,None
21398,None
21404,None
21417,None
21422,None
21430,None
21433,None
21434,None
21454,None
21463,None
21468,None
21469,None
21470,None
21471,None
21473,None
21484,None
21485,None
21497,None
21508,None
21509,None
21510,None
21513,None
21514,None
21534,None
21535,None
21539,None
21540,None
21547,None
21548,None
21550,None
21558,None
21561,None
21566,None
21570,None
21584,None
21589,None
21594,None
21598,None
21609,None
21612,None
21616,None
21621,None
21629,None
21631,None
21636,None
21637,None
21638,None
21644,None
21649,None
21658,None
21660,None
21663,None
21671,None
21681,None
21693,None
21696,None
21703,None
21716,None
21718,None
21725,None
21727,None
21730,None
21740,None
21752,None
21753,None
21759,None
21765,None
21773,None
21775,None
21780,None
21782,None
21789,None
21794,None
21801,None
21803,None
21806,None
21807,None
21812,None
21825,None
21826,None
21835,None
21844,None
21849,None
21855,None
21856,None
21859,None
21862,None
21870,None
21872,None
21876,None
21887,None
21900,None
21901,None
21904,None
21908,None
21911,None
21913,None
21915,None
21927,None
21931,None
21934,None
21942,None
21950,None
21958,None
21959,None
21963,None
21966,None
21974,None
21988,None
21990,None
21993,None
22010,None
22027,None
22028,None
22035,None
22037,None
22039,None
22053,None
22072,None
22075,None
22076,None
22078,None
22079,None
22080,None
22083,None
22086,None
22091,None
22094,None
22102,None
22105,None
22109,None
22113,None
22129,None
22133,None
22139,None
22141,None
22147,None
22154,None
22158,None
22162,None
22180,None
22186,None
22194,None
22195,None
22200,None
22201,None
22216,None
22218,None
22221,None
22224,None
22256,None
22263,None
22271,None
22272,None
22274,None
22281,None
22287,None
22291,None
22293,None
22297,None
22303,None
22330,None
22332,None
22344,None
22355,None
22359,None
22361,None
22373,None
22377,None
22382,None
22392,None
22403,None
22404,None
22410,None
22418,None
22429,None
22432,None
22433,None
22436,None
22437,None
22450,None
22451,None
22460,None
22463,None
22464,None
22465,None
22482,None
22485,None
22488,None
22489,None
22496,None
22511,None
22512,None
22515,None
22517,None
22518,None
22521,None
22523,None
22524,None
22531,None
22535,None
22540,None
22547,None
22552,None
22557,None
22558,None
22560,None
22564,None
22567,None
22570,None
22577,None
22584,None
22591,None
22599,None
22614,None
22619,None
22627,None
22633,None
22644,None
22662,None
22669,None
22692,None
22695,None
22704,None
22720,None
22729,None
22745,None
22752,None
22757,None
22763,None
22768,None
22788,None
22800,None
22803,None
22816,None
22836,None
22845,None
22846,None
22851,None
22854,None
22855,None
22856,None
22862,None
22868,None
22879,None
22882,None
22889,None
22892,None
22893,None
22899,None
22900,None
22904,None
22905,None
22914,None
22918,None
22922,None
22927,None
22930,None
22941,None
22950,None
22955,None
22957,None
22965,None
22968,None
22974,None
22977,None
22984,None
22987,None
22991,None
23004,None
23019,None
23027,None
23029,None
23039,None
23045,None
23050,None
23051,None
23057,None
23061,None
23062,None
23072,None
23073,None
23076,None
23095,None
23102,None
23107,None
23110,None
23112,None
23114,None
23118,None
23121,None
23127,None
23134,None
23135,None
23137,None
23144,None
23151,None
23154,None
23159,None
23164,None
23165,None
23179,None
23182,None
23192,None
23193,None
23196,None
23202,None
23203,None
23213,None
23214,None
23218,None
23219,None
23223,None
23224,None
23240,None
23241,None
23242,None
23262,None
23265,None
23266,None
23268,None
23282,None
23286,None
23288,None
23291,None
23299,None
23301,None
23305,None
23312,None
23318,None
23323,None
23327,None
23328,None
23330,None
23352,None
23354,None
23362,None
23379,None
23385,None
23390,None
23391,None
23396,None
23403,None
23404,None
23406,None
23407,None
23409,None
23424,None
23425,None
23429,None
23431,None
23434,None
23437,None
23442,None
23444,None
23445,None
23447,None
23452,None
23455,None
23459,None
23474,None
23479,None
23480,None
23505,None
23511,None
23520,None
23521,None
23533,None
23534,None
23537,None
23554,None
23556,None
23561,None
23567,None
23576,None
23578,None
23584,None
23592,None
23594,None
23596,None
23599,None
23603,None
23617,None
23632,None
23637,None
23640,None
23641,None
23653,None
23655,None
23662,None
23668,None
23669,None
23688,None
23693,None
23700,None
23702,None
23707,None
23711,None
23721,None
23722,None
23728,None
23730,None
23746,None
23755,None
23763,None
23768,None
23771,None
23777,None
23780,None
23796,None
23804,None
23810,None
23816,None
23819,None
23823,None
23826,None
23831,None
23833,None
23834,None
23836,None
23845,None
23860,None
23876,None
23917,None
23919,None
23924,None
23931,None
23934,None
23935,None
23982,None
23983,None
23989,None
23994,None
41,Other
244,Other
250,Other
399,Other
481,Other
621,Other
1141,Other
1862,Other
2164,Other
2351,Other
2698,Other
3128,Other
3288,Other
3374,Other
4063,Other
4076,Other
4170,Other
4473,Other
4474,Other
4648,Other
4885,Other
5485,Other
5710,Other
7042,Other
7112,Other
7184,Other
7709,Other
7804,Other
8037,Other
8149,Other
8166,Other
8312,Other
8760,Other
9299,Other
9316,Other
9451,Other
9622,Other
9698,Other
9743,Other
9873,Other
10016,Other
10488,Other
10664,Other
11027,Other
11152,Other
11259,Other
11775,Other
11842,Other
11985,Other
12190,Other
12447,Other
12782,Other
12964,Other
13077,Other
13564,Other
13927,Other
14151,Other
14203,Other
14315,Other
14396,Other
15017,Other
15496,Other
15614,Other
16153,Other
16278,Other
16469,Other
16746,Other
16798,Other
16955,Other
17167,Other
17698,Other
18428,Other
18923,Other
19034,Other
19200,Other
19641,Other
19688,Other
20102,Other
20341,Other
20594,Other
20867,Other
20877,Other
21244,Other
21446,Other
21512,Other
21590,Other
21602,Other
21880,Other
22116,Other
22143,Other
22643,Other
22667,Other
22668,Other
22711,Other
22880,Other
23158,Other
