ID,ML on research
19107,"Yes, the research made use of machine learning as a tool (applied research)"
19108,"Yes, the research made use of machine learning as a tool (applied research)"
19112,"Yes, the research made use of machine learning as a tool (applied research)"
19124,"Yes, the research made use of machine learning as a tool (applied research)"
19140,"Yes, the research made use of machine learning as a tool (applied research)"
19146,"Yes, the research made use of machine learning as a tool (applied research)"
19149,"Yes, the research made use of machine learning as a tool (applied research)"
19154,"Yes, the research made use of machine learning as a tool (applied research)"
19176,"Yes, the research made use of machine learning as a tool (applied research)"
19192,"Yes, the research made use of machine learning as a tool (applied research)"
19197,"Yes, the research made use of machine learning as a tool (applied research)"
19198,"Yes, the research made use of machine learning as a tool (applied research)"
19199,"Yes, the research made use of machine learning as a tool (applied research)"
19203,"Yes, the research made use of machine learning as a tool (applied research)"
19206,"Yes, the research made use of machine learning as a tool (applied research)"
19209,"Yes, the research made use of machine learning as a tool (applied research)"
19219,"Yes, the research made use of machine learning as a tool (applied research)"
19225,"Yes, the research made use of machine learning as a tool (applied research)"
19227,"Yes, the research made use of machine learning as a tool (applied research)"
19238,"Yes, the research made use of machine learning as a tool (applied research)"
19242,"Yes, the research made use of machine learning as a tool (applied research)"
19249,"Yes, the research made use of machine learning as a tool (applied research)"
19257,"Yes, the research made use of machine learning as a tool (applied research)"
19270,"Yes, the research made use of machine learning as a tool (applied research)"
19271,"Yes, the research made use of machine learning as a tool (applied research)"
19272,"Yes, the research made use of machine learning as a tool (applied research)"
19286,"Yes, the research made use of machine learning as a tool (applied research)"
19291,"Yes, the research made use of machine learning as a tool (applied research)"
19316,"Yes, the research made use of machine learning as a tool (applied research)"
19332,"Yes, the research made use of machine learning as a tool (applied research)"
19346,"Yes, the research made use of machine learning as a tool (applied research)"
19364,"Yes, the research made use of machine learning as a tool (applied research)"
19391,"Yes, the research made use of machine learning as a tool (applied research)"
19392,"Yes, the research made use of machine learning as a tool (applied research)"
19401,"Yes, the research made use of machine learning as a tool (applied research)"
19404,"Yes, the research made use of machine learning as a tool (applied research)"
19405,"Yes, the research made use of machine learning as a tool (applied research)"
19409,"Yes, the research made use of machine learning as a tool (applied research)"
19410,"Yes, the research made use of machine learning as a tool (applied research)"
19424,"Yes, the research made use of machine learning as a tool (applied research)"
19425,"Yes, the research made use of machine learning as a tool (applied research)"
19439,"Yes, the research made use of machine learning as a tool (applied research)"
19441,"Yes, the research made use of machine learning as a tool (applied research)"
19468,"Yes, the research made use of machine learning as a tool (applied research)"
19472,"Yes, the research made use of machine learning as a tool (applied research)"
19496,"Yes, the research made use of machine learning as a tool (applied research)"
19500,"Yes, the research made use of machine learning as a tool (applied research)"
19501,"Yes, the research made use of machine learning as a tool (applied research)"
19509,"Yes, the research made use of machine learning as a tool (applied research)"
19513,"Yes, the research made use of machine learning as a tool (applied research)"
19538,"Yes, the research made use of machine learning as a tool (applied research)"
19542,"Yes, the research made use of machine learning as a tool (applied research)"
19579,"Yes, the research made use of machine learning as a tool (applied research)"
19588,"Yes, the research made use of machine learning as a tool (applied research)"
19625,"Yes, the research made use of machine learning as a tool (applied research)"
19631,"Yes, the research made use of machine learning as a tool (applied research)"
19637,"Yes, the research made use of machine learning as a tool (applied research)"
19640,"Yes, the research made use of machine learning as a tool (applied research)"
19648,"Yes, the research made use of machine learning as a tool (applied research)"
19660,"Yes, the research made use of machine learning as a tool (applied research)"
19674,"Yes, the research made use of machine learning as a tool (applied research)"
19681,"Yes, the research made use of machine learning as a tool (applied research)"
19710,"Yes, the research made use of machine learning as a tool (applied research)"
19712,"Yes, the research made use of machine learning as a tool (applied research)"
19718,"Yes, the research made use of machine learning as a tool (applied research)"
19722,"Yes, the research made use of machine learning as a tool (applied research)"
19730,"Yes, the research made use of machine learning as a tool (applied research)"
19741,"Yes, the research made use of machine learning as a tool (applied research)"
19751,"Yes, the research made use of machine learning as a tool (applied research)"
19755,"Yes, the research made use of machine learning as a tool (applied research)"
19758,"Yes, the research made use of machine learning as a tool (applied research)"
19762,"Yes, the research made use of machine learning as a tool (applied research)"
19766,"Yes, the research made use of machine learning as a tool (applied research)"
19772,"Yes, the research made use of machine learning as a tool (applied research)"
19791,"Yes, the research made use of machine learning as a tool (applied research)"
19794,"Yes, the research made use of machine learning as a tool (applied research)"
19796,"Yes, the research made use of machine learning as a tool (applied research)"
19800,"Yes, the research made use of machine learning as a tool (applied research)"
19806,"Yes, the research made use of machine learning as a tool (applied research)"
19812,"Yes, the research made use of machine learning as a tool (applied research)"
19824,"Yes, the research made use of machine learning as a tool (applied research)"
19861,"Yes, the research made use of machine learning as a tool (applied research)"
19871,"Yes, the research made use of machine learning as a tool (applied research)"
19877,"Yes, the research made use of machine learning as a tool (applied research)"
19885,"Yes, the research made use of machine learning as a tool (applied research)"
19890,"Yes, the research made use of machine learning as a tool (applied research)"
19891,"Yes, the research made use of machine learning as a tool (applied research)"
19926,"Yes, the research made use of machine learning as a tool (applied research)"
19931,"Yes, the research made use of machine learning as a tool (applied research)"
19946,"Yes, the research made use of machine learning as a tool (applied research)"
19965,"Yes, the research made use of machine learning as a tool (applied research)"
19970,"Yes, the research made use of machine learning as a tool (applied research)"
19993,"Yes, the research made use of machine learning as a tool (applied research)"
19997,"Yes, the research made use of machine learning as a tool (applied research)"
20009,"Yes, the research made use of machine learning as a tool (applied research)"
20013,"Yes, the research made use of machine learning as a tool (applied research)"
20018,"Yes, the research made use of machine learning as a tool (applied research)"
20020,"Yes, the research made use of machine learning as a tool (applied research)"
20021,"Yes, the research made use of machine learning as a tool (applied research)"
20036,"Yes, the research made use of machine learning as a tool (applied research)"
20042,"Yes, the research made use of machine learning as a tool (applied research)"
20044,"Yes, the research made use of machine learning as a tool (applied research)"
20060,"Yes, the research made use of machine learning as a tool (applied research)"
20061,"Yes, the research made use of machine learning as a tool (applied research)"
20070,"Yes, the research made use of machine learning as a tool (applied research)"
20072,"Yes, the research made use of machine learning as a tool (applied research)"
20079,"Yes, the research made use of machine learning as a tool (applied research)"
20096,"Yes, the research made use of machine learning as a tool (applied research)"
20099,"Yes, the research made use of machine learning as a tool (applied research)"
20100,"Yes, the research made use of machine learning as a tool (applied research)"
20113,"Yes, the research made use of machine learning as a tool (applied research)"
20130,"Yes, the research made use of machine learning as a tool (applied research)"
20156,"Yes, the research made use of machine learning as a tool (applied research)"
20168,"Yes, the research made use of machine learning as a tool (applied research)"
20185,"Yes, the research made use of machine learning as a tool (applied research)"
20189,"Yes, the research made use of machine learning as a tool (applied research)"
20191,"Yes, the research made use of machine learning as a tool (applied research)"
20208,"Yes, the research made use of machine learning as a tool (applied research)"
20213,"Yes, the research made use of machine learning as a tool (applied research)"
20226,"Yes, the research made use of machine learning as a tool (applied research)"
20236,"Yes, the research made use of machine learning as a tool (applied research)"
20237,"Yes, the research made use of machine learning as a tool (applied research)"
20243,"Yes, the research made use of machine learning as a tool (applied research)"
20249,"Yes, the research made use of machine learning as a tool (applied research)"
20252,"Yes, the research made use of machine learning as a tool (applied research)"
20255,"Yes, the research made use of machine learning as a tool (applied research)"
20256,"Yes, the research made use of machine learning as a tool (applied research)"
20258,"Yes, the research made use of machine learning as a tool (applied research)"
20283,"Yes, the research made use of machine learning as a tool (applied research)"
20287,"Yes, the research made use of machine learning as a tool (applied research)"
20302,"Yes, the research made use of machine learning as a tool (applied research)"
20311,"Yes, the research made use of machine learning as a tool (applied research)"
20317,"Yes, the research made use of machine learning as a tool (applied research)"
20327,"Yes, the research made use of machine learning as a tool (applied research)"
20349,"Yes, the research made use of machine learning as a tool (applied research)"
20352,"Yes, the research made use of machine learning as a tool (applied research)"
20355,"Yes, the research made use of machine learning as a tool (applied research)"
20372,"Yes, the research made use of machine learning as a tool (applied research)"
20376,"Yes, the research made use of machine learning as a tool (applied research)"
20382,"Yes, the research made use of machine learning as a tool (applied research)"
20439,"Yes, the research made use of machine learning as a tool (applied research)"
20441,"Yes, the research made use of machine learning as a tool (applied research)"
20465,"Yes, the research made use of machine learning as a tool (applied research)"
20471,"Yes, the research made use of machine learning as a tool (applied research)"
20490,"Yes, the research made use of machine learning as a tool (applied research)"
20522,"Yes, the research made use of machine learning as a tool (applied research)"
20524,"Yes, the research made use of machine learning as a tool (applied research)"
20527,"Yes, the research made use of machine learning as a tool (applied research)"
20528,"Yes, the research made use of machine learning as a tool (applied research)"
20542,"Yes, the research made use of machine learning as a tool (applied research)"
20546,"Yes, the research made use of machine learning as a tool (applied research)"
20560,"Yes, the research made use of machine learning as a tool (applied research)"
20574,"Yes, the research made use of machine learning as a tool (applied research)"
20588,"Yes, the research made use of machine learning as a tool (applied research)"
20592,"Yes, the research made use of machine learning as a tool (applied research)"
20607,"Yes, the research made use of machine learning as a tool (applied research)"
20610,"Yes, the research made use of machine learning as a tool (applied research)"
20612,"Yes, the research made use of machine learning as a tool (applied research)"
20635,"Yes, the research made use of machine learning as a tool (applied research)"
20637,"Yes, the research made use of machine learning as a tool (applied research)"
20639,"Yes, the research made use of machine learning as a tool (applied research)"
20647,"Yes, the research made use of machine learning as a tool (applied research)"
20653,"Yes, the research made use of machine learning as a tool (applied research)"
20655,"Yes, the research made use of machine learning as a tool (applied research)"
20661,"Yes, the research made use of machine learning as a tool (applied research)"
20669,"Yes, the research made use of machine learning as a tool (applied research)"
20671,"Yes, the research made use of machine learning as a tool (applied research)"
20689,"Yes, the research made use of machine learning as a tool (applied research)"
20694,"Yes, the research made use of machine learning as a tool (applied research)"
20709,"Yes, the research made use of machine learning as a tool (applied research)"
20721,"Yes, the research made use of machine learning as a tool (applied research)"
20724,"Yes, the research made use of machine learning as a tool (applied research)"
20725,"Yes, the research made use of machine learning as a tool (applied research)"
20734,"Yes, the research made use of machine learning as a tool (applied research)"
20752,"Yes, the research made use of machine learning as a tool (applied research)"
20755,"Yes, the research made use of machine learning as a tool (applied research)"
20756,"Yes, the research made use of machine learning as a tool (applied research)"
20759,"Yes, the research made use of machine learning as a tool (applied research)"
20760,"Yes, the research made use of machine learning as a tool (applied research)"
20765,"Yes, the research made use of machine learning as a tool (applied research)"
20767,"Yes, the research made use of machine learning as a tool (applied research)"
20775,"Yes, the research made use of machine learning as a tool (applied research)"
20797,"Yes, the research made use of machine learning as a tool (applied research)"
20803,"Yes, the research made use of machine learning as a tool (applied research)"
20814,"Yes, the research made use of machine learning as a tool (applied research)"
20816,"Yes, the research made use of machine learning as a tool (applied research)"
20817,"Yes, the research made use of machine learning as a tool (applied research)"
20833,"Yes, the research made use of machine learning as a tool (applied research)"
20839,"Yes, the research made use of machine learning as a tool (applied research)"
20842,"Yes, the research made use of machine learning as a tool (applied research)"
20848,"Yes, the research made use of machine learning as a tool (applied research)"
20879,"Yes, the research made use of machine learning as a tool (applied research)"
20881,"Yes, the research made use of machine learning as a tool (applied research)"
20896,"Yes, the research made use of machine learning as a tool (applied research)"
20908,"Yes, the research made use of machine learning as a tool (applied research)"
20912,"Yes, the research made use of machine learning as a tool (applied research)"
20928,"Yes, the research made use of machine learning as a tool (applied research)"
20945,"Yes, the research made use of machine learning as a tool (applied research)"
20947,"Yes, the research made use of machine learning as a tool (applied research)"
20986,"Yes, the research made use of machine learning as a tool (applied research)"
20999,"Yes, the research made use of machine learning as a tool (applied research)"
21000,"Yes, the research made use of machine learning as a tool (applied research)"
21006,"Yes, the research made use of machine learning as a tool (applied research)"
21007,"Yes, the research made use of machine learning as a tool (applied research)"
21010,"Yes, the research made use of machine learning as a tool (applied research)"
21034,"Yes, the research made use of machine learning as a tool (applied research)"
21049,"Yes, the research made use of machine learning as a tool (applied research)"
21053,"Yes, the research made use of machine learning as a tool (applied research)"
21068,"Yes, the research made use of machine learning as a tool (applied research)"
21076,"Yes, the research made use of machine learning as a tool (applied research)"
21100,"Yes, the research made use of machine learning as a tool (applied research)"
21119,"Yes, the research made use of machine learning as a tool (applied research)"
21127,"Yes, the research made use of machine learning as a tool (applied research)"
21128,"Yes, the research made use of machine learning as a tool (applied research)"
21136,"Yes, the research made use of machine learning as a tool (applied research)"
21137,"Yes, the research made use of machine learning as a tool (applied research)"
21139,"Yes, the research made use of machine learning as a tool (applied research)"
21144,"Yes, the research made use of machine learning as a tool (applied research)"
21147,"Yes, the research made use of machine learning as a tool (applied research)"
21154,"Yes, the research made use of machine learning as a tool (applied research)"
21155,"Yes, the research made use of machine learning as a tool (applied research)"
21157,"Yes, the research made use of machine learning as a tool (applied research)"
21162,"Yes, the research made use of machine learning as a tool (applied research)"
21163,"Yes, the research made use of machine learning as a tool (applied research)"
21166,"Yes, the research made use of machine learning as a tool (applied research)"
21171,"Yes, the research made use of machine learning as a tool (applied research)"
21181,"Yes, the research made use of machine learning as a tool (applied research)"
21186,"Yes, the research made use of machine learning as a tool (applied research)"
21193,"Yes, the research made use of machine learning as a tool (applied research)"
21237,"Yes, the research made use of machine learning as a tool (applied research)"
21244,"Yes, the research made use of machine learning as a tool (applied research)"
21249,"Yes, the research made use of machine learning as a tool (applied research)"
21262,"Yes, the research made use of machine learning as a tool (applied research)"
21270,"Yes, the research made use of machine learning as a tool (applied research)"
21290,"Yes, the research made use of machine learning as a tool (applied research)"
21296,"Yes, the research made use of machine learning as a tool (applied research)"
21335,"Yes, the research made use of machine learning as a tool (applied research)"
21339,"Yes, the research made use of machine learning as a tool (applied research)"
21347,"Yes, the research made use of machine learning as a tool (applied research)"
21363,"Yes, the research made use of machine learning as a tool (applied research)"
21366,"Yes, the research made use of machine learning as a tool (applied research)"
21389,"Yes, the research made use of machine learning as a tool (applied research)"
21392,"Yes, the research made use of machine learning as a tool (applied research)"
21395,"Yes, the research made use of machine learning as a tool (applied research)"
21406,"Yes, the research made use of machine learning as a tool (applied research)"
21413,"Yes, the research made use of machine learning as a tool (applied research)"
21422,"Yes, the research made use of machine learning as a tool (applied research)"
21431,"Yes, the research made use of machine learning as a tool (applied research)"
21435,"Yes, the research made use of machine learning as a tool (applied research)"
21437,"Yes, the research made use of machine learning as a tool (applied research)"
21442,"Yes, the research made use of machine learning as a tool (applied research)"
21450,"Yes, the research made use of machine learning as a tool (applied research)"
21460,"Yes, the research made use of machine learning as a tool (applied research)"
21462,"Yes, the research made use of machine learning as a tool (applied research)"
21473,"Yes, the research made use of machine learning as a tool (applied research)"
21502,"Yes, the research made use of machine learning as a tool (applied research)"
21507,"Yes, the research made use of machine learning as a tool (applied research)"
21511,"Yes, the research made use of machine learning as a tool (applied research)"
21512,"Yes, the research made use of machine learning as a tool (applied research)"
21524,"Yes, the research made use of machine learning as a tool (applied research)"
21534,"Yes, the research made use of machine learning as a tool (applied research)"
21544,"Yes, the research made use of machine learning as a tool (applied research)"
21545,"Yes, the research made use of machine learning as a tool (applied research)"
21596,"Yes, the research made use of machine learning as a tool (applied research)"
21597,"Yes, the research made use of machine learning as a tool (applied research)"
21599,"Yes, the research made use of machine learning as a tool (applied research)"
21602,"Yes, the research made use of machine learning as a tool (applied research)"
21604,"Yes, the research made use of machine learning as a tool (applied research)"
21605,"Yes, the research made use of machine learning as a tool (applied research)"
21616,"Yes, the research made use of machine learning as a tool (applied research)"
21617,"Yes, the research made use of machine learning as a tool (applied research)"
21632,"Yes, the research made use of machine learning as a tool (applied research)"
21633,"Yes, the research made use of machine learning as a tool (applied research)"
21636,"Yes, the research made use of machine learning as a tool (applied research)"
21656,"Yes, the research made use of machine learning as a tool (applied research)"
21670,"Yes, the research made use of machine learning as a tool (applied research)"
21703,"Yes, the research made use of machine learning as a tool (applied research)"
21708,"Yes, the research made use of machine learning as a tool (applied research)"
21714,"Yes, the research made use of machine learning as a tool (applied research)"
21716,"Yes, the research made use of machine learning as a tool (applied research)"
21717,"Yes, the research made use of machine learning as a tool (applied research)"
21720,"Yes, the research made use of machine learning as a tool (applied research)"
21722,"Yes, the research made use of machine learning as a tool (applied research)"
21728,"Yes, the research made use of machine learning as a tool (applied research)"
21736,"Yes, the research made use of machine learning as a tool (applied research)"
21753,"Yes, the research made use of machine learning as a tool (applied research)"
21754,"Yes, the research made use of machine learning as a tool (applied research)"
21758,"Yes, the research made use of machine learning as a tool (applied research)"
21772,"Yes, the research made use of machine learning as a tool (applied research)"
21792,"Yes, the research made use of machine learning as a tool (applied research)"
21798,"Yes, the research made use of machine learning as a tool (applied research)"
21805,"Yes, the research made use of machine learning as a tool (applied research)"
21812,"Yes, the research made use of machine learning as a tool (applied research)"
21822,"Yes, the research made use of machine learning as a tool (applied research)"
21830,"Yes, the research made use of machine learning as a tool (applied research)"
21838,"Yes, the research made use of machine learning as a tool (applied research)"
21841,"Yes, the research made use of machine learning as a tool (applied research)"
21847,"Yes, the research made use of machine learning as a tool (applied research)"
21887,"Yes, the research made use of machine learning as a tool (applied research)"
21892,"Yes, the research made use of machine learning as a tool (applied research)"
21901,"Yes, the research made use of machine learning as a tool (applied research)"
21903,"Yes, the research made use of machine learning as a tool (applied research)"
21913,"Yes, the research made use of machine learning as a tool (applied research)"
21918,"Yes, the research made use of machine learning as a tool (applied research)"
21924,"Yes, the research made use of machine learning as a tool (applied research)"
21928,"Yes, the research made use of machine learning as a tool (applied research)"
21940,"Yes, the research made use of machine learning as a tool (applied research)"
21964,"Yes, the research made use of machine learning as a tool (applied research)"
21972,"Yes, the research made use of machine learning as a tool (applied research)"
21994,"Yes, the research made use of machine learning as a tool (applied research)"
22006,"Yes, the research made use of machine learning as a tool (applied research)"
22007,"Yes, the research made use of machine learning as a tool (applied research)"
22013,"Yes, the research made use of machine learning as a tool (applied research)"
22039,"Yes, the research made use of machine learning as a tool (applied research)"
22041,"Yes, the research made use of machine learning as a tool (applied research)"
22047,"Yes, the research made use of machine learning as a tool (applied research)"
22076,"Yes, the research made use of machine learning as a tool (applied research)"
22083,"Yes, the research made use of machine learning as a tool (applied research)"
22091,"Yes, the research made use of machine learning as a tool (applied research)"
22097,"Yes, the research made use of machine learning as a tool (applied research)"
22102,"Yes, the research made use of machine learning as a tool (applied research)"
22118,"Yes, the research made use of machine learning as a tool (applied research)"
22121,"Yes, the research made use of machine learning as a tool (applied research)"
22129,"Yes, the research made use of machine learning as a tool (applied research)"
22130,"Yes, the research made use of machine learning as a tool (applied research)"
22152,"Yes, the research made use of machine learning as a tool (applied research)"
22162,"Yes, the research made use of machine learning as a tool (applied research)"
22195,"Yes, the research made use of machine learning as a tool (applied research)"
22215,"Yes, the research made use of machine learning as a tool (applied research)"
22218,"Yes, the research made use of machine learning as a tool (applied research)"
22232,"Yes, the research made use of machine learning as a tool (applied research)"
22233,"Yes, the research made use of machine learning as a tool (applied research)"
22242,"Yes, the research made use of machine learning as a tool (applied research)"
22247,"Yes, the research made use of machine learning as a tool (applied research)"
22256,"Yes, the research made use of machine learning as a tool (applied research)"
22258,"Yes, the research made use of machine learning as a tool (applied research)"
22290,"Yes, the research made use of machine learning as a tool (applied research)"
22296,"Yes, the research made use of machine learning as a tool (applied research)"
22314,"Yes, the research made use of machine learning as a tool (applied research)"
22315,"Yes, the research made use of machine learning as a tool (applied research)"
22322,"Yes, the research made use of machine learning as a tool (applied research)"
22343,"Yes, the research made use of machine learning as a tool (applied research)"
22344,"Yes, the research made use of machine learning as a tool (applied research)"
22358,"Yes, the research made use of machine learning as a tool (applied research)"
22361,"Yes, the research made use of machine learning as a tool (applied research)"
22363,"Yes, the research made use of machine learning as a tool (applied research)"
22370,"Yes, the research made use of machine learning as a tool (applied research)"
22374,"Yes, the research made use of machine learning as a tool (applied research)"
22395,"Yes, the research made use of machine learning as a tool (applied research)"
22411,"Yes, the research made use of machine learning as a tool (applied research)"
22424,"Yes, the research made use of machine learning as a tool (applied research)"
22429,"Yes, the research made use of machine learning as a tool (applied research)"
22436,"Yes, the research made use of machine learning as a tool (applied research)"
22446,"Yes, the research made use of machine learning as a tool (applied research)"
22459,"Yes, the research made use of machine learning as a tool (applied research)"
22465,"Yes, the research made use of machine learning as a tool (applied research)"
22472,"Yes, the research made use of machine learning as a tool (applied research)"
22485,"Yes, the research made use of machine learning as a tool (applied research)"
22494,"Yes, the research made use of machine learning as a tool (applied research)"
22496,"Yes, the research made use of machine learning as a tool (applied research)"
22517,"Yes, the research made use of machine learning as a tool (applied research)"
22526,"Yes, the research made use of machine learning as a tool (applied research)"
22540,"Yes, the research made use of machine learning as a tool (applied research)"
22550,"Yes, the research made use of machine learning as a tool (applied research)"
22558,"Yes, the research made use of machine learning as a tool (applied research)"
22560,"Yes, the research made use of machine learning as a tool (applied research)"
22567,"Yes, the research made use of machine learning as a tool (applied research)"
22579,"Yes, the research made use of machine learning as a tool (applied research)"
22580,"Yes, the research made use of machine learning as a tool (applied research)"
22599,"Yes, the research made use of machine learning as a tool (applied research)"
22608,"Yes, the research made use of machine learning as a tool (applied research)"
22619,"Yes, the research made use of machine learning as a tool (applied research)"
22623,"Yes, the research made use of machine learning as a tool (applied research)"
22642,"Yes, the research made use of machine learning as a tool (applied research)"
22643,"Yes, the research made use of machine learning as a tool (applied research)"
22647,"Yes, the research made use of machine learning as a tool (applied research)"
22651,"Yes, the research made use of machine learning as a tool (applied research)"
22690,"Yes, the research made use of machine learning as a tool (applied research)"
22710,"Yes, the research made use of machine learning as a tool (applied research)"
22727,"Yes, the research made use of machine learning as a tool (applied research)"
22729,"Yes, the research made use of machine learning as a tool (applied research)"
22762,"Yes, the research made use of machine learning as a tool (applied research)"
22763,"Yes, the research made use of machine learning as a tool (applied research)"
22779,"Yes, the research made use of machine learning as a tool (applied research)"
22781,"Yes, the research made use of machine learning as a tool (applied research)"
22797,"Yes, the research made use of machine learning as a tool (applied research)"
22820,"Yes, the research made use of machine learning as a tool (applied research)"
22846,"Yes, the research made use of machine learning as a tool (applied research)"
22854,"Yes, the research made use of machine learning as a tool (applied research)"
22862,"Yes, the research made use of machine learning as a tool (applied research)"
22868,"Yes, the research made use of machine learning as a tool (applied research)"
22873,"Yes, the research made use of machine learning as a tool (applied research)"
22879,"Yes, the research made use of machine learning as a tool (applied research)"
22880,"Yes, the research made use of machine learning as a tool (applied research)"
22896,"Yes, the research made use of machine learning as a tool (applied research)"
22899,"Yes, the research made use of machine learning as a tool (applied research)"
22900,"Yes, the research made use of machine learning as a tool (applied research)"
22901,"Yes, the research made use of machine learning as a tool (applied research)"
22911,"Yes, the research made use of machine learning as a tool (applied research)"
22917,"Yes, the research made use of machine learning as a tool (applied research)"
22918,"Yes, the research made use of machine learning as a tool (applied research)"
22936,"Yes, the research made use of machine learning as a tool (applied research)"
22941,"Yes, the research made use of machine learning as a tool (applied research)"
22951,"Yes, the research made use of machine learning as a tool (applied research)"
22968,"Yes, the research made use of machine learning as a tool (applied research)"
22971,"Yes, the research made use of machine learning as a tool (applied research)"
22980,"Yes, the research made use of machine learning as a tool (applied research)"
22984,"Yes, the research made use of machine learning as a tool (applied research)"
22991,"Yes, the research made use of machine learning as a tool (applied research)"
22999,"Yes, the research made use of machine learning as a tool (applied research)"
23018,"Yes, the research made use of machine learning as a tool (applied research)"
23026,"Yes, the research made use of machine learning as a tool (applied research)"
23039,"Yes, the research made use of machine learning as a tool (applied research)"
23047,"Yes, the research made use of machine learning as a tool (applied research)"
23057,"Yes, the research made use of machine learning as a tool (applied research)"
23061,"Yes, the research made use of machine learning as a tool (applied research)"
23062,"Yes, the research made use of machine learning as a tool (applied research)"
23070,"Yes, the research made use of machine learning as a tool (applied research)"
23071,"Yes, the research made use of machine learning as a tool (applied research)"
23073,"Yes, the research made use of machine learning as a tool (applied research)"
23076,"Yes, the research made use of machine learning as a tool (applied research)"
23082,"Yes, the research made use of machine learning as a tool (applied research)"
23083,"Yes, the research made use of machine learning as a tool (applied research)"
23110,"Yes, the research made use of machine learning as a tool (applied research)"
23118,"Yes, the research made use of machine learning as a tool (applied research)"
23140,"Yes, the research made use of machine learning as a tool (applied research)"
23151,"Yes, the research made use of machine learning as a tool (applied research)"
23159,"Yes, the research made use of machine learning as a tool (applied research)"
23168,"Yes, the research made use of machine learning as a tool (applied research)"
23172,"Yes, the research made use of machine learning as a tool (applied research)"
23183,"Yes, the research made use of machine learning as a tool (applied research)"
23185,"Yes, the research made use of machine learning as a tool (applied research)"
23202,"Yes, the research made use of machine learning as a tool (applied research)"
23212,"Yes, the research made use of machine learning as a tool (applied research)"
23214,"Yes, the research made use of machine learning as a tool (applied research)"
23222,"Yes, the research made use of machine learning as a tool (applied research)"
23231,"Yes, the research made use of machine learning as a tool (applied research)"
23234,"Yes, the research made use of machine learning as a tool (applied research)"
23235,"Yes, the research made use of machine learning as a tool (applied research)"
23245,"Yes, the research made use of machine learning as a tool (applied research)"
23262,"Yes, the research made use of machine learning as a tool (applied research)"
23268,"Yes, the research made use of machine learning as a tool (applied research)"
23289,"Yes, the research made use of machine learning as a tool (applied research)"
23291,"Yes, the research made use of machine learning as a tool (applied research)"
23296,"Yes, the research made use of machine learning as a tool (applied research)"
23301,"Yes, the research made use of machine learning as a tool (applied research)"
23307,"Yes, the research made use of machine learning as a tool (applied research)"
23308,"Yes, the research made use of machine learning as a tool (applied research)"
23317,"Yes, the research made use of machine learning as a tool (applied research)"
23318,"Yes, the research made use of machine learning as a tool (applied research)"
23322,"Yes, the research made use of machine learning as a tool (applied research)"
23335,"Yes, the research made use of machine learning as a tool (applied research)"
23340,"Yes, the research made use of machine learning as a tool (applied research)"
23341,"Yes, the research made use of machine learning as a tool (applied research)"
23342,"Yes, the research made use of machine learning as a tool (applied research)"
23348,"Yes, the research made use of machine learning as a tool (applied research)"
23369,"Yes, the research made use of machine learning as a tool (applied research)"
23391,"Yes, the research made use of machine learning as a tool (applied research)"
23403,"Yes, the research made use of machine learning as a tool (applied research)"
23404,"Yes, the research made use of machine learning as a tool (applied research)"
23409,"Yes, the research made use of machine learning as a tool (applied research)"
23434,"Yes, the research made use of machine learning as a tool (applied research)"
23437,"Yes, the research made use of machine learning as a tool (applied research)"
23444,"Yes, the research made use of machine learning as a tool (applied research)"
23445,"Yes, the research made use of machine learning as a tool (applied research)"
23453,"Yes, the research made use of machine learning as a tool (applied research)"
23454,"Yes, the research made use of machine learning as a tool (applied research)"
23459,"Yes, the research made use of machine learning as a tool (applied research)"
23490,"Yes, the research made use of machine learning as a tool (applied research)"
23525,"Yes, the research made use of machine learning as a tool (applied research)"
23527,"Yes, the research made use of machine learning as a tool (applied research)"
23535,"Yes, the research made use of machine learning as a tool (applied research)"
23551,"Yes, the research made use of machine learning as a tool (applied research)"
23576,"Yes, the research made use of machine learning as a tool (applied research)"
23578,"Yes, the research made use of machine learning as a tool (applied research)"
23588,"Yes, the research made use of machine learning as a tool (applied research)"
23606,"Yes, the research made use of machine learning as a tool (applied research)"
23609,"Yes, the research made use of machine learning as a tool (applied research)"
23640,"Yes, the research made use of machine learning as a tool (applied research)"
23645,"Yes, the research made use of machine learning as a tool (applied research)"
23654,"Yes, the research made use of machine learning as a tool (applied research)"
23655,"Yes, the research made use of machine learning as a tool (applied research)"
23656,"Yes, the research made use of machine learning as a tool (applied research)"
23657,"Yes, the research made use of machine learning as a tool (applied research)"
23678,"Yes, the research made use of machine learning as a tool (applied research)"
23682,"Yes, the research made use of machine learning as a tool (applied research)"
23688,"Yes, the research made use of machine learning as a tool (applied research)"
23709,"Yes, the research made use of machine learning as a tool (applied research)"
23711,"Yes, the research made use of machine learning as a tool (applied research)"
23755,"Yes, the research made use of machine learning as a tool (applied research)"
23758,"Yes, the research made use of machine learning as a tool (applied research)"
23771,"Yes, the research made use of machine learning as a tool (applied research)"
23780,"Yes, the research made use of machine learning as a tool (applied research)"
23781,"Yes, the research made use of machine learning as a tool (applied research)"
23793,"Yes, the research made use of machine learning as a tool (applied research)"
23795,"Yes, the research made use of machine learning as a tool (applied research)"
23799,"Yes, the research made use of machine learning as a tool (applied research)"
23815,"Yes, the research made use of machine learning as a tool (applied research)"
23818,"Yes, the research made use of machine learning as a tool (applied research)"
