ID,deploy ML platform
21170,Other
21203,Other
21381,Other
21422,Other
21430,Other
21435,Other
21512,Other
21602,Other
21609,Other
21658,Other
21773,Other
22080,Other
22116,Other
22450,Other
22515,Other
22667,Other
22711,Other
23057,Other
23437,Other
23511,Other
23817,Other
